unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
missileturret	,0.699395,0.240692,0.093814,0.953130,,0.711423,0.953130,0.897519,0.784908,0.712033,0.765130,0.438612,0.835322,0.093814,0.802057,
widowmine	,0.542651,0.297208,0.000000,0.889689,,0.655904,0.526780,0.727836,0.000000,0.069704,0.836970,0.342357,0.889689,0.570299,0.806970,
drone	,0.340630,0.209135,0.061525,0.820771,,0.531755,0.159392,0.398230,0.179296,0.309146,0.820771,0.358156,0.404859,0.061525,0.183166,
zergling	,0.349957,0.177819,0.092511,0.592303,,0.512497,0.568957,0.187506,0.536729,0.202930,0.189666,0.259560,0.592303,0.092511,0.356914,
queen	,0.632317,0.313236,0.000000,1.000000,,0.262215,1.000000,0.773675,0.617115,1.000000,0.000000,0.568010,0.526122,1.000000,0.576034,
baneling	,0.564471,0.218754,0.226412,0.973876,,0.745201,0.415723,0.681548,0.413678,0.660778,0.652272,0.605280,0.226412,0.973876,0.269936,
roach	,0.581509,0.290560,0.175512,0.977819,,0.175512,0.640065,0.947996,0.923887,0.576944,0.509842,0.977819,0.200995,0.241081,0.620944,
overlord	,0.549276,0.389942,0.000488,1.000000,,1.000000,0.858522,0.177404,0.153874,0.169897,0.000488,1.000000,1.000000,0.760131,0.372448,
overseer	,0.506213,0.326719,0.000000,1.000000,,0.262978,0.967589,0.905454,0.515882,0.000000,0.417982,0.293283,1.000000,0.219855,0.479110,
hydralisk	,0.393280,0.255588,0.000000,0.817499,,0.162389,0.330210,0.000000,0.493210,0.817499,0.758477,0.592792,0.373669,0.153172,0.251381,
spinecrawler	,0.476974,0.263796,0.000000,0.806641,,0.806641,0.723563,0.678854,0.684475,0.259072,0.074703,0.490341,0.506272,0.000000,0.545824,
sporecrawler	,0.556581,0.389704,0.000000,1.000000,,0.955290,1.000000,0.092624,0.101535,0.299326,0.000000,0.963713,0.932242,0.771966,0.449113,
mutalisk	,0.515067,0.369243,0.000000,0.986908,,0.238655,0.018091,0.986908,0.288400,0.552543,0.929075,0.820096,0.969695,0.347209,0.000000,
corruptor	,0.582916,0.338189,0.009522,0.962737,,0.780511,0.009522,0.588183,0.681326,0.879391,0.194861,0.095309,0.687277,0.962737,0.950041,
broodlord	,0.457744,0.283120,0.084628,0.918088,,0.538987,0.834010,0.359233,0.139592,0.774102,0.434950,0.084628,0.216559,0.918088,0.277291,
broodling	,0.530403,0.312276,0.039155,0.931547,,0.931547,0.848262,0.539598,0.860897,0.560472,0.039155,0.127079,0.613056,0.669332,0.114628,
infestor	,0.688724,0.274269,0.111728,0.994812,,0.790521,0.390820,0.963048,0.886715,0.111728,0.442122,0.798120,0.878323,0.994812,0.631031,
infestedterran	,0.461800,0.252363,0.039125,0.995422,,0.481979,0.362041,0.763604,0.306192,0.261513,0.519730,0.401105,0.995422,0.487289,0.039125,
ultralisk	,0.447877,0.282391,0.086581,0.967040,,0.967040,0.086581,0.556383,0.859340,0.297311,0.128208,0.210150,0.574877,0.483444,0.315439,
nydusworm	,0.425315,0.282907,0.029725,0.932737,,0.239357,0.193121,0.873959,0.358409,0.546464,0.176733,0.029725,0.535936,0.932737,0.366710,
swarmhost	,0.643717,0.372005,0.027619,1.000000,,1.000000,0.948607,0.895755,0.536052,0.793329,0.115293,0.027619,1.000000,0.195013,0.925504,
viper	,0.385663,0.209147,0.022584,0.628956,,0.022584,0.210334,0.619471,0.468520,0.378124,0.628956,0.573809,0.094516,0.307779,0.552538,
Based on learned 1: 103 out of 137
Based on learned 2: 99 out of 137
Based on learned 3: 97 out of 137
Based on learned 4: 95 out of 137
Based on learned 5: 94 out of 137
Based on learned 6: 93 out of 137
Based on learned 7: 93 out of 137
Based on learned 8: 91 out of 137
Based on learned 9: 91 out of 137
Based on learned 10: 90 out of 137
