unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
interceptor	,0.476757,0.219047,0.131687,0.944243,,0.619343,0.471938,0.462935,0.303934,0.419416,0.131687,0.531175,0.237678,0.944243,0.645222,
scv	,0.813768,0.143408,0.544326,1.000000,,0.544326,0.632533,0.861904,0.836335,0.796045,1.000000,1.000000,0.722593,0.951403,0.792541,
marine	,0.299828,0.094674,0.157751,0.465011,,0.194904,0.309200,0.251292,0.157751,0.400891,0.387695,0.217934,0.351353,0.262255,0.465011,
marauder	,0.329795,0.107657,0.066110,0.491769,,0.358042,0.336802,0.356238,0.491769,0.265582,0.329399,0.317262,0.327366,0.449384,0.066110,
reaper	,0.836538,0.194359,0.348729,1.000000,,0.348729,0.864284,0.888233,0.900926,0.997851,0.929835,0.955296,0.878071,0.602158,1.000000,
ghost	,0.092863,0.110906,0.000000,0.353003,,0.115469,0.213989,0.043859,0.000000,0.148742,0.000000,0.000000,0.023699,0.029873,0.353003,
hellion	,0.858025,0.129527,0.547937,1.000000,,0.547937,0.850496,0.877623,0.766296,1.000000,0.989556,0.881950,1.000000,0.792313,0.874074,
siegetank	,0.987093,0.033372,0.887299,1.000000,,0.887299,1.000000,1.000000,1.000000,0.996794,1.000000,0.991929,1.000000,1.000000,0.994913,
thor	,0.974723,0.038917,0.883977,1.000000,,1.000000,0.959463,0.883977,1.000000,1.000000,1.000000,0.921883,1.000000,0.981908,1.000000,
viking	,0.328096,0.168537,0.021501,0.654015,,0.280122,0.415542,0.264660,0.021501,0.654015,0.462303,0.252567,0.439303,0.345758,0.145185,
medivac	,0.942207,0.092650,0.732429,1.000000,,0.792386,1.000000,1.000000,0.990515,1.000000,0.946153,1.000000,1.000000,0.960584,0.732429,
banshee	,0.977585,0.028558,0.918113,1.000000,,0.987121,0.998354,0.987752,0.964717,0.989003,1.000000,0.918113,1.000000,1.000000,0.930789,
raven	,0.925850,0.068359,0.757634,1.000000,,0.990091,0.757634,0.892974,0.943319,0.905079,0.964277,0.991929,0.920835,0.892361,1.000000,
battlecruiser	,0.969353,0.042647,0.877611,1.000000,,0.996145,1.000000,1.000000,0.969372,0.910066,0.877611,0.940336,1.000000,1.000000,1.000000,
planetaryfortress	,0.569779,0.301917,0.003936,0.888745,,0.551822,0.657644,0.888745,0.636108,0.721175,0.816619,0.003936,0.857633,0.012893,0.551219,
missileturret	,0.396081,0.128202,0.228834,0.669564,,0.293841,0.298221,0.228834,0.407015,0.424236,0.669564,0.378338,0.575287,0.378305,0.307168,
widowmine	,0.764322,0.219921,0.336339,0.973601,,0.336339,0.829101,0.922214,0.954209,0.941540,0.954876,0.973601,0.665406,0.591906,0.474022,
drone	,0.529510,0.151722,0.254421,0.842372,,0.254421,0.472365,0.610706,0.478164,0.624073,0.842372,0.627369,0.385357,0.539641,0.460630,
zergling	,0.237431,0.043905,0.144499,0.306363,,0.144499,0.264076,0.205261,0.193921,0.256444,0.264646,0.254848,0.222112,0.306363,0.262136,
queen	,0.701626,0.349107,0.116227,1.000000,,0.987194,0.225014,0.668542,0.770830,0.248454,0.116227,1.000000,1.000000,1.000000,1.000000,
baneling	,0.403059,0.093866,0.252766,0.541829,,0.252766,0.321576,0.434419,0.350818,0.541829,0.526549,0.520210,0.385196,0.367168,0.330058,
roach	,0.443495,0.079662,0.279275,0.549066,,0.279275,0.467566,0.484293,0.351981,0.488228,0.520702,0.487764,0.375352,0.549066,0.430729,
overlord	,0.613411,0.237503,0.222008,0.960418,,0.684063,0.380078,0.388412,0.894314,0.387080,0.222008,0.696603,0.960418,0.765247,0.755886,
overseer	,0.892929,0.110480,0.644133,1.000000,,0.989942,0.644133,0.901163,0.884402,0.880013,0.769279,0.861447,1.000000,1.000000,0.998908,
hydralisk	,0.519920,0.082990,0.369011,0.605850,,0.369011,0.561263,0.605850,0.512866,0.534566,0.594607,0.588938,0.377138,0.581795,0.473168,
spinecrawler	,0.128906,0.087276,0.000000,0.268721,,0.014054,0.165449,0.192956,0.000000,0.166844,0.268721,0.000000,0.175509,0.150495,0.155033,
sporecrawler	,0.049159,0.075176,0.000000,0.258943,,0.051881,0.000000,0.000000,0.000000,0.059664,0.000000,0.000000,0.258943,0.055831,0.065270,
mutalisk	,0.723265,0.124955,0.580225,1.000000,,0.580225,0.793113,0.831644,0.604112,0.717382,1.000000,0.676911,0.640022,0.788207,0.601030,
corruptor	,0.160017,0.108788,0.000000,0.358994,,0.178300,0.351441,0.358994,0.119470,0.089887,0.179122,0.089600,0.132973,0.100380,0.000000,
broodlord	,0.946539,0.046495,0.857707,1.000000,,0.857707,1.000000,0.980920,0.927957,0.922893,0.883773,1.000000,0.969993,0.938577,0.983571,
broodling	,0.017080,0.034794,0.000000,0.116227,,0.023699,0.000000,0.000000,0.000000,0.000000,0.116227,0.000000,0.030878,0.000000,0.000000,
infestor	,0.104059,0.112797,0.000000,0.349769,,0.349769,0.000000,0.011014,0.002138,0.222592,0.124791,0.012407,0.180341,0.014937,0.122601,
infestedterran	,0.361760,0.283469,0.034150,0.946409,,0.232917,0.366283,0.581927,0.946409,0.345531,0.171911,0.149846,0.715232,0.073397,0.034150,
ultralisk	,0.988007,0.023011,0.929766,1.000000,,1.000000,1.000000,0.958334,1.000000,1.000000,1.000000,0.991972,1.000000,0.929766,1.000000,
nydusworm	,0.770490,0.236970,0.337360,1.000000,,0.650051,1.000000,0.685469,0.999652,0.821659,1.000000,1.000000,0.337360,0.399787,0.810924,
swarmhost	,0.902944,0.126998,0.627337,1.000000,,0.627337,0.763336,1.000000,1.000000,0.981552,1.000000,1.000000,0.801167,1.000000,0.856045,
viper	,0.711094,0.207447,0.363001,1.000000,,0.659732,0.565530,0.781861,0.363001,0.940336,1.000000,0.959322,0.431335,0.658205,0.751618,
Based on learned 1: 44152 out of 66914
Based on learned 2: 44109 out of 66914
Based on learned 3: 44067 out of 66914
Based on learned 4: 44060 out of 66914
Based on learned 5: 44010 out of 66914
Based on learned 6: 43977 out of 66914
Based on learned 7: 43974 out of 66914
Based on learned 8: 43969 out of 66914
Based on learned 9: 43868 out of 66914
Based on learned 10: 43838 out of 66914
