unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
hellion	,0.773323,0.142219,0.561385,1.000000,,0.616098,0.806534,0.923160,0.561385,0.634429,0.883773,0.665029,0.891569,0.751255,1.000000,
siegetank	,0.999308,0.002076,0.993080,1.000000,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.993080,
thor	,0.929378,0.118834,0.590668,1.000000,,0.884524,0.590668,1.000000,0.960238,1.000000,0.988668,0.935660,1.000000,0.934021,1.000000,
viking	,0.385839,0.163446,0.158060,0.676467,,0.545560,0.676467,0.332251,0.192429,0.427928,0.158060,0.279278,0.363622,0.591755,0.291042,
medivac	,0.671152,0.212716,0.328120,0.991929,,0.543577,0.518079,0.399307,0.668682,0.918834,0.895105,0.699215,0.748676,0.328120,0.991929,
banshee	,0.964227,0.046491,0.874191,1.000000,,1.000000,0.972375,0.874191,1.000000,0.876293,1.000000,0.965084,0.988442,0.965883,1.000000,
raven	,0.988028,0.015821,0.951963,1.000000,,0.971849,1.000000,1.000000,1.000000,1.000000,0.951963,0.987194,0.994645,0.974633,1.000000,
battlecruiser	,0.944985,0.087264,0.729280,1.000000,,0.956141,0.729280,0.923786,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.840639,
planetaryfortress	,0.547645,0.312802,0.006920,1.000000,,0.571813,1.000000,0.992332,0.355122,0.354516,0.188964,0.545165,0.650210,0.811407,0.006920,
missileturret	,0.056911,0.062958,0.000000,0.175264,,0.000000,0.000000,0.000000,0.134645,0.000000,0.063542,0.097483,0.098178,0.000000,0.175264,
widowmine	,0.799828,0.159039,0.456523,1.000000,,0.691995,0.940909,1.000000,0.767546,0.456523,0.883773,0.752090,0.913452,0.654280,0.937708,
drone	,0.405191,0.208926,0.162511,0.852870,,0.318308,0.466363,0.681660,0.204496,0.290075,0.460799,0.162511,0.390240,0.224586,0.852870,
zergling	,0.114115,0.056675,0.039033,0.226412,,0.061036,0.132712,0.189479,0.066110,0.118558,0.141763,0.039033,0.081166,0.084877,0.226412,
queen	,0.554082,0.325916,0.000000,1.000000,,0.437197,0.103315,0.000000,0.733712,1.000000,0.841888,0.904987,0.441232,0.749128,0.329360,
baneling	,0.239325,0.098342,0.108634,0.467845,,0.141081,0.257123,0.186971,0.272333,0.264576,0.231733,0.151502,0.467845,0.108634,0.311451,
roach	,0.283917,0.159766,0.124057,0.588016,,0.198141,0.333684,0.565506,0.169045,0.189189,0.319436,0.124057,0.202417,0.149678,0.588016,
overlord	,0.471114,0.293231,0.000000,0.883402,,0.453410,0.136478,0.000000,0.687956,0.730198,0.391959,0.672262,0.883402,0.675487,0.079988,
overseer	,0.881185,0.219770,0.423766,1.000000,,0.924613,0.464810,0.423766,1.000000,1.000000,1.000000,1.000000,0.998660,1.000000,1.000000,
hydralisk	,0.226466,0.065085,0.143637,0.337193,,0.173180,0.321031,0.301087,0.163092,0.210567,0.195097,0.143637,0.216444,0.203331,0.337193,
spinecrawler	,0.271240,0.175746,0.021389,0.603723,,0.097227,0.021389,0.202737,0.188562,0.456523,0.478099,0.182215,0.300989,0.180932,0.603723,
sporecrawler	,0.059125,0.049955,0.000000,0.179868,,0.016955,0.179868,0.066110,0.097432,0.033779,0.054350,0.051155,0.081166,0.010431,0.000000,
mutalisk	,0.446512,0.132496,0.328169,0.763053,,0.394059,0.505246,0.611139,0.391437,0.368566,0.370291,0.379806,0.328169,0.353359,0.763053,
corruptor	,0.354631,0.219954,0.000000,0.690362,,0.392008,0.609959,0.690362,0.000000,0.179868,0.388417,0.367778,0.059664,0.272970,0.585285,
broodlord	,0.873682,0.111912,0.622573,1.000000,,0.793953,0.936986,0.918834,0.883773,0.622573,0.741614,0.963426,0.938469,0.937196,1.000000,
broodling	,0.022285,0.035007,0.000000,0.088104,,0.000000,0.000000,0.000000,0.000000,0.081166,0.053578,0.000000,0.000000,0.088104,0.000000,
infestor	,0.422925,0.330115,0.045383,0.994402,,0.239125,0.822075,0.994402,0.258500,0.275737,0.911561,0.342953,0.222119,0.045383,0.117395,
infestedterran	,0.193045,0.136960,0.002350,0.360668,,0.245125,0.276467,0.009980,0.332713,0.022889,0.002350,0.090426,0.285257,0.360668,0.304575,
ultralisk	,0.716856,0.210053,0.429349,1.000000,,0.792986,1.000000,0.982020,0.777286,1.000000,0.429349,0.554316,0.505577,0.577171,0.549853,
nydusworm	,0.894015,0.157783,0.526182,1.000000,,1.000000,1.000000,1.000000,0.700709,0.985748,0.958034,0.788123,0.526182,0.981353,1.000000,
swarmhost	,0.836063,0.130629,0.627718,0.987834,,0.767550,0.954280,0.983450,0.710943,0.627718,0.934703,0.662829,0.923356,0.807965,0.987834,
viper	,0.652206,0.337378,0.073252,1.000000,,0.173861,1.000000,0.521237,0.073252,1.000000,0.300834,0.919820,0.765512,0.883773,0.883773,
Based on learned 1: 18207 out of 26353
Based on learned 2: 18158 out of 26353
Based on learned 3: 18149 out of 26353
Based on learned 4: 18131 out of 26353
Based on learned 5: 18108 out of 26353
Based on learned 6: 18078 out of 26353
Based on learned 7: 18068 out of 26353
Based on learned 8: 18041 out of 26353
Based on learned 9: 18038 out of 26353
Based on learned 10: 18030 out of 26353
