unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
photon cannon	,0.070609,0.079142,0.000000,0.223360,,0.223360,0.000000,0.016290,0.171899,0.024947,0.024384,0.000000,0.095168,0.150041,0.000000,
oracle	,0.465103,0.324301,0.000000,1.000000,,0.895251,0.355970,0.000000,0.675784,0.202737,0.285066,0.226412,1.000000,0.775607,0.234200,
tempest	,0.710875,0.352601,0.000000,1.000000,,0.000000,0.452582,1.000000,0.961950,1.000000,1.000000,0.485901,1.000000,0.287601,0.920713,
mothership core	,0.529610,0.384802,0.000000,0.997873,,0.957790,0.997873,0.175946,0.990091,0.243557,0.237763,0.448417,0.989569,0.000000,0.255099,
interceptor	,0.593988,0.211648,0.347636,0.927274,,0.837489,0.598468,0.722831,0.838771,0.927274,0.353343,0.347636,0.515854,0.412763,0.385449,
scv	,0.710809,0.209674,0.371258,1.000000,,0.371258,0.570299,0.635768,0.711454,0.818323,0.612140,0.928800,1.000000,1.000000,0.460046,
marine	,0.262221,0.085353,0.137303,0.414747,,0.146031,0.179204,0.329350,0.283120,0.311710,0.310160,0.414747,0.137303,0.211676,0.298905,
marauder	,0.331847,0.091331,0.105188,0.455702,,0.349193,0.300413,0.303787,0.105188,0.332437,0.440870,0.330450,0.382305,0.455702,0.318126,
reaper	,0.829159,0.154943,0.448295,1.000000,,0.448295,0.852862,0.833797,0.895444,0.944112,0.816812,1.000000,0.690926,0.812548,0.996794,
ghost	,0.382015,0.268886,0.000000,1.000000,,0.235674,0.463686,0.656180,0.246723,0.117890,1.000000,0.397955,0.379852,0.322193,0.000000,
hellion	,0.869250,0.179568,0.494294,1.000000,,0.494294,0.564785,1.000000,0.854768,1.000000,0.938475,0.997568,1.000000,0.995409,0.847198,
siegetank	,0.999695,0.000914,0.996954,1.000000,,1.000000,1.000000,1.000000,1.000000,1.000000,0.996954,1.000000,1.000000,1.000000,1.000000,
thor	,0.796038,0.190187,0.475090,1.000000,,0.983776,1.000000,0.475090,0.957060,0.817951,0.507581,1.000000,0.748442,0.632816,0.837669,
viking	,0.324571,0.207612,0.022075,0.795257,,0.483709,0.292605,0.227520,0.393567,0.400168,0.241615,0.022075,0.069956,0.795257,0.319241,
medivac	,0.845168,0.173974,0.555449,1.000000,,0.886552,0.695481,0.564726,1.000000,0.970462,0.555449,1.000000,1.000000,1.000000,0.779014,
banshee	,0.782379,0.158469,0.535844,0.987834,,0.554372,0.987834,0.822651,0.874085,0.775977,0.643183,0.928256,0.985063,0.535844,0.716525,
raven	,0.963185,0.059888,0.803337,1.000000,,0.922893,0.937196,0.970903,1.000000,0.997519,1.000000,1.000000,1.000000,1.000000,0.803337,
battlecruiser	,0.967617,0.035668,0.905332,1.000000,,1.000000,1.000000,1.000000,0.934634,1.000000,0.958334,0.919187,0.905332,0.958684,1.000000,
planetaryfortress	,0.215698,0.275733,0.000000,0.942534,,0.000000,0.116032,0.046167,0.105001,0.162297,0.067409,0.069589,0.143825,0.504121,0.942534,
missileturret	,0.165820,0.186761,0.000000,0.438877,,0.000000,0.000000,0.262417,0.000000,0.000000,0.438877,0.419002,0.123952,0.413953,0.000000,
widowmine	,0.931110,0.125035,0.616934,1.000000,,0.770435,0.616934,0.934959,1.000000,1.000000,1.000000,1.000000,1.000000,0.988768,1.000000,
drone	,0.482572,0.185590,0.240119,0.769341,,0.322031,0.240119,0.441633,0.626026,0.508805,0.279305,0.640803,0.708371,0.769341,0.289285,
zergling	,0.204043,0.087780,0.122344,0.398291,,0.128277,0.139729,0.171056,0.122344,0.228645,0.228758,0.398291,0.324162,0.142308,0.156860,
queen	,0.748391,0.336207,0.086432,1.000000,,0.086432,1.000000,0.732315,0.158971,1.000000,1.000000,1.000000,1.000000,0.634974,0.871217,
baneling	,0.298678,0.088679,0.147796,0.401861,,0.147796,0.237915,0.368088,0.377055,0.401861,0.323646,0.373645,0.149926,0.270571,0.336276,
roach	,0.467887,0.163714,0.274449,0.826882,,0.326797,0.274449,0.404401,0.508060,0.450230,0.381817,0.826882,0.510194,0.678091,0.317951,
overlord	,0.317240,0.280604,0.000000,0.815586,,0.005087,0.715997,0.367260,0.053929,0.531846,0.815586,0.077242,0.000000,0.247780,0.357677,
overseer	,0.806448,0.307628,0.124335,1.000000,,0.124335,0.997873,1.000000,0.303833,1.000000,1.000000,1.000000,0.773588,0.864854,1.000000,
hydralisk	,0.405039,0.149121,0.186489,0.745590,,0.470965,0.250628,0.339392,0.186489,0.438580,0.284064,0.499022,0.745590,0.442443,0.393215,
spinecrawler	,0.608374,0.324434,0.000000,1.000000,,0.727780,0.370497,0.849794,0.832525,0.784474,0.815586,1.000000,0.000000,0.083359,0.619723,
sporecrawler	,0.133279,0.195724,0.000000,0.575138,,0.000000,0.381245,0.037603,0.000000,0.000000,0.015097,0.038264,0.575138,0.285440,0.000000,
mutalisk	,0.474644,0.128919,0.281347,0.727418,,0.428043,0.376223,0.405514,0.496964,0.281347,0.424565,0.727418,0.652762,0.559153,0.394452,
corruptor	,0.038405,0.052402,0.000000,0.154376,,0.039019,0.000000,0.073252,0.106646,0.000000,0.000000,0.010755,0.154376,0.000000,0.000000,
broodlord	,0.907945,0.086171,0.773588,1.000000,,1.000000,1.000000,0.781049,1.000000,0.943319,0.926001,0.773588,0.815586,0.966222,0.873689,
broodling	,0.077745,0.111379,0.000000,0.358728,,0.000000,0.028558,0.000000,0.000000,0.358728,0.096084,0.111541,0.000000,0.182542,0.000000,
infestor	,0.618582,0.339825,0.000000,1.000000,,0.874400,0.938342,0.342695,0.735924,0.904087,0.000000,1.000000,0.820621,0.175193,0.394560,
infestedterran	,0.379324,0.230675,0.073977,0.766259,,0.095279,0.766259,0.249641,0.125126,0.452986,0.606922,0.073977,0.306467,0.543382,0.573199,
ultralisk	,0.968081,0.039419,0.887565,1.000000,,1.000000,0.991670,0.960555,0.887565,0.979042,1.000000,1.000000,0.903640,1.000000,0.958334,
nydusworm	,0.642471,0.317386,0.077107,1.000000,,0.319956,0.077107,1.000000,1.000000,0.726267,0.681976,0.919646,0.445021,0.308634,0.946104,
swarmhost	,0.682857,0.263127,0.163565,1.000000,,0.545549,0.163565,0.543810,0.453793,0.783294,0.977486,1.000000,0.926748,0.907855,0.526471,
viper	,0.532751,0.269463,0.117890,0.965606,,0.464269,0.503565,0.965606,0.122344,0.400373,0.927773,0.117890,0.640758,0.580423,0.604508,
Based on learned 1: 8110 out of 12123
Based on learned 2: 8100 out of 12123
Based on learned 3: 8098 out of 12123
Based on learned 4: 8060 out of 12123
Based on learned 5: 8035 out of 12123
Based on learned 6: 8029 out of 12123
Based on learned 7: 8027 out of 12123
Based on learned 8: 8015 out of 12123
Based on learned 9: 8014 out of 12123
Based on learned 10: 8002 out of 12123
